id,created_at,date,time,timezone,user_id,username,name,tweet,hashtags,link,sentiment,depression_score
1.11E+18,1.55E+12,3/12/2019,14:10:01,India Standard Time,39032403,stevebeasant,Steve Beasant,Let's reduce the Stigma around Postnatal Depression - @Wera_Hobhouse  https://buff.ly/2NVreGA  pic.twitter.com/oNFCD37IKO,[],https://twitter.com/stevebeasant/status/1105387958511652864,0,0
1.11E+18,1.55E+12,3/12/2019,14:09:45,India Standard Time,1.02E+18,nichonasri1,Nicholas Trump Oseko, suffering from depression and anxiety. having suicidal thoughts. #MentalHealthBillKE,['#mentalhealthbillke'],https://twitter.com/Nichonasri1/status/1105387894888255488,1,0.8
1.11E+18,1.55E+12,3/12/2019,14:09:12,India Standard Time,9.40E+17,asianbabyghoul,friedrice engels,I’m starting a depression podcast,[],https://twitter.com/asianbabyghoul/status/1105387756740476929,0,0
1.11E+18,1.55E+12,3/12/2019,14:09:06,India Standard Time,713619912,aneesactweedy,..., My depression is horrible right now.,[],https://twitter.com/aneesactweedy/status/1105387730295349248,1,0.6
1.11E+18,1.55E+12,3/12/2019,14:09:03,India Standard Time,8.23E+17,boymayor_ebooks,The Boy Mayor,Slytherin quidditch team captain and maneuvers Don't take depression last 6 days starting it for an ass time thinking of,[],https://twitter.com/boymayor_ebooks/status/1105387716093591553,0,0
1.11E+18,1.55E+12,3/12/2019,14:09:00,India Standard Time,9.86E+17,spearohero_,McFlurry Cryptid,"intelligence isnt just knowing things (which reflects more on ability to memorize than anything) and good decision-making (which is also influenced by your depression) like i said, creativity is a *type* of intelligence there are things youre better than others at in that regard",[],https://twitter.com/SpearoHero_/status/1105387702344667137,0,0
1.11E+18,1.55E+12,3/12/2019,14:08:54,India Standard Time,7.62E+17,limqfd,acesanctuary🌺⛈,Me @ depression  pic.twitter.com/GKN0pbHRbH,[],https://twitter.com/limqfd/status/1105387679405883392,1,0.2
1.11E+18,1.55E+12,3/12/2019,14:08:19,India Standard Time,1.04E+18,fionasnp,Fiona Robertson,"You're missing out quite a lot of important nuance there.  Yes, low IQ (as currently measured, which has its own issues) is frequently correlated to deprivation and therefore stress and depression, but high IQ is correlated to mood disorders, neuro-processing conditions etc.",[],https://twitter.com/FionaSnp/status/1105387531321987074,0,0
1.11E+18,1.55E+12,3/12/2019,14:08:16,India Standard Time,617140376,bearlish,anouk,ik heb fucking 13 a 14 hr sleep thats what depression does to me,[],https://twitter.com/bearlish/status/1105387520064405504,1,0.3
1.11E+18,1.55E+12,3/12/2019,14:08:15,India Standard Time,313762034,jimmckaysaidso,Matt Smith,"A MOFO indeed. The ebb and flow, like the ocean waves hitting your feet as they come crashing in Redondo or Malibu.  a daily struggle for me. Turns into depression & directly effects my life. Add other heartbreaks to the mix & it's a real bitch. Deep sigh.",[],https://twitter.com/JimMckaySaidSo/status/1105387515912114176,1,0.5
1.11E+18,1.55E+12,3/12/2019,14:08:01,India Standard Time,1.00E+18,climbmedical,Climb Medical Group LLC,"Cannabis Use in Adolescence Increases Risk of Depression, Anxiety, and Suicidality in Young Adulthood. Before you scoff at this, they studied >23,000 teens.   https://buff.ly/2UuYxCT  pic.twitter.com/0AZGXVpn4n",[],https://twitter.com/climbmedical/status/1105387456952717312,0,0
1.11E+18,1.55E+12,3/12/2019,14:08:00,India Standard Time,4706286688,0_6498,*est stressé*,Anyway drawing shit is best cure for me to overcome depression tbfh,[],https://twitter.com/0_6498/status/1105387454788485120,1,0.2
1.11E+18,1.55E+12,3/12/2019,14:07:14,India Standard Time,1.00E+18,nutra_2018,Nutraceuticals Conference,Daily intake of #nutritional #supplements cannot prevent #depression  For more:  https://bit.ly/2HmJTX2  #nutrition #nutraceuticals #foodscience #health #HealthyLife #diet #pharmaceuticals #functionalmedicine #USA #UK #TuesdayMotivation #WorldWideWeb @Yale @QMUL @PHE_uk pic.twitter.com/fjpNtkm8z0,"['#nutritional', '#supplements', '#depression', '#nutrition', '#nutraceuticals', '#foodscience', '#health', '#healthylife', '#diet', '#pharmaceuticals', '#functionalmedicine', '#usa', '#uk', '#tuesdaymotivation', '#worldwideweb']",https://twitter.com/Nutra_2018/status/1105387261703610369,0,0
1.11E+18,1.55E+12,3/12/2019,14:06:59,India Standard Time,1577395237,drexxss,Drew🇰🇪    🇳🇬,"Depression is the number one cause of death among the youth in our society today. Majority of the youth are perishing because of this menace; which comes about due to such reasons as lack of jobs, failed relationships, social media glam, and loneliness. #MentalHealthBillKE pic.twitter.com/nzNI3JP2HQ",['#mentalhealthbillke'],https://twitter.com/drexxss/status/1105387198407475200,0,0
1.11E+18,1.55E+12,3/12/2019,14:06:55,India Standard Time,7.65E+17,ishimaru_en,Kiyotaka Ishimaru,I haev depression,[],https://twitter.com/ishimaru_en/status/1105387178266226688,1,0.5
1.11E+18,1.55E+12,3/12/2019,14:06:48,India Standard Time,1.06E+18,timbiden,Tim Biden,Depression symptoms can include: Sadness Poor focus Poor memory Lack of appetite Lack sex drive Being tired Withdrawing from friends Withdrawing from family  Keep a loving eye on your friends.,[],https://twitter.com/TimBiden/status/1105387150693011457,0,0
1.11E+18,1.55E+12,3/12/2019,14:06:47,India Standard Time,486427505,hey_jorkeh,Felicia Damilola,I have a depression case... might have psychological issues thou,[],https://twitter.com/hey_jorkeh/status/1105387145802309632,1,0.6
1.11E+18,1.55E+12,3/12/2019,14:06:42,India Standard Time,122415030,vickisaysciao,V C,But i have a lot going for me: i recognize and acknowledge that i have depression.,[],https://twitter.com/vickisaysciao/status/1105387125816475648,1,0.5
1.11E+18,1.55E+12,3/12/2019,14:06:42,India Standard Time,122415030,vickisaysciao,V C," deep depression, I suffer from severe depression. Death at last.",[],https://twitter.com/vickisaysciao/status/1105387123572523008,1,0.8
1.11E+18,1.55E+12,3/12/2019,14:06:11,India Standard Time,4267101077,church_daphne,Daphne Church,"For some time now I've been questioning what I have to live for, and lateley feeling so tired of fighting. You know,,,like someone very ill who is tired of fighting to hang in there. We can't let our depression or those bigots win.  It's so bloody hard. ❤️❤️❤️",[],https://twitter.com/church_daphne/status/1105386997596733440,1,0.7
1.11E+18,1.55E+12,3/12/2019,14:05:45,India Standard Time,9.92E+17,pinotnoooirr,$$$,me: who gon check me boo?  my depression: hi m here for you,[],https://twitter.com/pinotnoooirr/status/1105386888146300928,1,0.4
1.11E+18,1.55E+12,3/12/2019,14:05:43,India Standard Time,7.02E+17,rockymbinda,*conscious me👁️..,"Betting is causing depression, everything is lost and I am too. ",[],https://twitter.com/rockymbinda/status/1105386876830126080,1,0.5
1.11E+18,1.55E+12,3/12/2019,14:05:43,India Standard Time,7.79E+17,emmanuellehusky,Delaruelle,@justinbieber young take advantage of your youth because after that it will be too late for you justin you are 25 years old like me and God will get you out of this depression if you divorce and you forgive selena gomez of his behavior towards you,[],https://twitter.com/Emmanuellehusky/status/1105386876779851776,0,0
1.11E+18,1.55E+12,3/12/2019,14:05:39,India Standard Time,25784745,stephlee77,Stephanie Lee ❤️💜💖🔮,"I’d have to disagree a bit with this one. During a real depression you DO stop loving the things you love, but it isn’t the only result. Real depression causes you to stop loving Everything INCLUDING yourself. Real depression is painful physically & mentally. It is the worst pain i have ever came across.  https://twitter.com/ohteenquotes/status/1104972334937432066 …",[],https://twitter.com/Stephlee77/status/1105386860367491072,1,0.6
1.11E+18,1.55E+12,3/12/2019,14:05:37,India Standard Time,8.19E+17,healthmedicinet,healthmedicinet,"Brain stimulation improves depression symptoms, restores brain waves in clinical study  http://healthmedicinet.com/i2/brain-stimulation-improves-depression-symptoms-restores-brain-waves-in-clinical-study/ …  The research, published in Translational Psychiatry, lays the groundwork for larger research studies to use a specific kind of electrical bra…  http://healthmedicinet.com/i2/brain-stimulation-improves-depression-symptoms-restores-brain-waves-in-clinical-study/ … pic.twitter.com/LckEtRnLWH",[],https://twitter.com/healthmedicinet/status/1105386853824430086,0,0
1.11E+18,1.55E+12,3/12/2019,14:05:33,India Standard Time,8.72E+17,uwuanxious,11100111,"The depression is actually getting a little better. Anxiety- not as much.  Anyways, this is the welcome back I give you, even if you don’t remember who i am.",[],https://twitter.com/UwuAnxious/status/1105386837135233024,1,0.5
1.11E+18,1.55E+12,3/12/2019,14:05:33,India Standard Time,8.72E+17,uwuanxious,11100111," Then there was exams, my brother, my family, myself. Everything kinda worsened my depression+anxiety and everything else.",[],https://twitter.com/UwuAnxious/status/1105386836040380417,1,0.5
1.11E+18,1.55E+12,3/12/2019,14:05:29,India Standard Time,4710720335,softestaeil,taeil 🌙,depression ssksksksk,[],https://twitter.com/softestaeil/status/1105386820152582146,1,0.4
1.11E+18,1.55E+12,3/12/2019,14:05:01,India Standard Time,89962967,skypetherapist,Online Mindfulness Therapy,Skype Counseling Therapy - Mindfulness Therapy. Overcome anxiety & depression without using medications. Contact me to learn more. Please Retweet. See:  https://www.youtube.com/watch?v=Mt6DlWQIZ3E …,[],https://twitter.com/SkypeTherapist/status/1105386700358979585,0,0
1.11E+18,1.55E+12,3/12/2019,14:04:37,India Standard Time,100070329,brothershaunepb,Big Shaun,"I had to leave a job I loved because the company changed the way of working so drastically, it led to my anxiety and depression being triggered to crisis point.",[],https://twitter.com/BrotherShaunEPB/status/1105386600576495621,1,0.4
1.11E+18,1.55E+12,3/12/2019,14:04:30,India Standard Time,222987812,sammyojoseph,Dr. Sammy O Joseph,This man of God traveled all the way from Nakuru East — a       — to be at the #IntlExperienceHarvestwaysConference   Listen to his reaction/review upon listening to the sermon: OVERCOMING DEPRESSION & MENTAL...  https://www.facebook.com/SJM.HarvestWays/videos/862799847385024/ …,['#intlexperienceharvestwaysconference'],https://twitter.com/SammyOJoseph/status/1105386570587156481,0,0
1.11E+18,1.55E+12,3/12/2019,14:04:07,India Standard Time,4861704365,jisooliets,tsarevich alyoshenka,lolololololol lololololololololol lololololol i have depression lolololo— oh,[],https://twitter.com/jisooliets/status/1105386474378211328,1,0.5
1.11E+18,1.55E+12,3/12/2019,14:03:57,India Standard Time,8.50E+17,misterflak86,Mister Flak,"It's a terrible situation and make me depressed. I'm sorry that you have to pay for this, I'm sorry to the POC had to pay in the past. I wish humans would just get along. I can't even have a fucking meal a restaurant with people checking out my dark wife and light kid with shocked expressions",[],https://twitter.com/MisterFlak86/status/1105386433840365569,1,0.6
1.11E+18,1.55E+12,3/12/2019,14:03:48,India Standard Time,8.82E+17,hanny_1998,Hannah Banana 🍌,Everyday. It's a loop of depression.,[],https://twitter.com/hanny_1998/status/1105386394082594816,1,0.4
1.11E+18,1.55E+12,3/12/2019,14:03:44,India Standard Time,991615856,craigdurhamjr,Unicraig,So incredibly out of it. Depression over,['#depression'],https://twitter.com/CraigDurhamJr/status/1105386377305358336,0,0
1.11E+18,1.55E+12,3/12/2019,14:03:10,India Standard Time,9.33E+17,xxqueengeexx,👑𝒢𝑒𝑒,I don’t attend an IEB school. I go to a very good government school luckily for me and when I applied for university it wasn’t optional to state my race. It was required. I just wanted to know why. That was all.,[],https://twitter.com/xxQueenGeexx/status/1105386235030392832,0,0
1.11E+18,1.55E+12,3/12/2019,14:03:00,India Standard Time,1.00E+18,yourcandyx,strawberry .  || Stream CROWN,"don’t know why, but lately i’ve been hit by a lot of nostalgic depression. It hurts.",[],https://twitter.com/yourcandyx/status/1105386194811072515,1,0.4
1.11E+18,1.55E+12,3/12/2019,14:02:54,India Standard Time,3116914938,agjoseff,Adrian Josef,From depreciation to depression,[],https://twitter.com/agjoseff/status/1105386170387582976,1,0.3
1.11E+18,1.55E+12,3/12/2019,14:02:45,India Standard Time,1.01E+18,itsdolandaddies,𝖘𝖆𝖗𝖆 🏳️‍🌈,Depression is like living in a body that fights to survive with a mind that tries to die.,[],https://twitter.com/itsdolandaddies/status/1105386130537623552,1,0.6
1.11E+18,1.55E+12,3/12/2019,14:02:32,India Standard Time,422090460,citywayost,City Way Osteopaths,The power of exercise   Treat Depression with Exercise | Psychology Today  https://www.psychologytoday.com/us/blog/boundless/201903/treating-depression-exercise …,[],https://twitter.com/CityWayOst/status/1105386077634719744,0,0
1.11E+18,1.55E+12,3/12/2019,14:02:30,India Standard Time,8.93E+17,pediatrics_conf,Pediatrics Conference 2019," https://primarycare.pediatricsconferences.com/  Young adults who were raised by parents tend to be more emotionally healthy & lower levels of depression and anxiety, #pediatricsconferences #ClinicalPediatrics #NeonatalCare #Breastfeeding #PediatricNursing #PediatricNutrition #PediatricCardiology","['#pediatricsconferences', '#clinicalpediatrics', '#neonatalcare', '#breastfeeding', '#pediatricnursing', '#pediatricnutrition', '#pediatriccardiology']",https://twitter.com/Pediatrics_Conf/status/1105386070009626625,0,0
1.11E+18,1.55E+12,3/12/2019,14:02:20,India Standard Time,2166782815,latestnewske,Latest News KE!,Concerns raised about new depression drug  http://bit.ly/2XPqg3e ,[],https://twitter.com/LatestNewsKe/status/1105386024677580800,0,0
1.11E+18,1.55E+12,3/12/2019,14:02:19,India Standard Time,7.45E+17,cleignewheat,wizard ghost 🌸,"yeah, the pain's gone, im just in the depression fog and dont really know what to do with myself.",[],https://twitter.com/cleignewheat/status/1105386024413421568,1,0.5
1.11E+18,1.55E+12,3/12/2019,14:02:18,India Standard Time,164107467,freakincaro,bad bad daddy,"at first i used to think anxiety, depression etc.. was a joke but now, m going through that too, and you definitely nee… — Mental health will never be a joke, and I’m sorry you had to experience that to realize that. �  https://curiouscat.me/freakincaro/post/813148561?t=1552379538 …",[],https://twitter.com/freakincaro/status/1105386018704891904,1,0.5
1.11E+18,1.55E+12,3/12/2019,14:02:14,India Standard Time,1.03E+18,edgynathan,Nathan Edgy,"No need to apologise. You don’t owe us twitter-twats anything and you take whatever time you need.  I’m a long term depression sufferer - if it helps to vent at all, my DM box is always open for you. I won’t promise to say the right things but I’ll have a level of understanding.",[],https://twitter.com/EdgyNathan/status/1105386001399271424,1,0.5
1.11E+18,1.55E+12,3/12/2019,14:01:29,India Standard Time,8.50E+17,misterflak86,Mister Flak,"Well my friend, you're one hell of an athlete at least, and luckily no race can tell you you don't run like lightning :)",[],https://twitter.com/MisterFlak86/status/1105385810801688576,0,0
1.11E+18,1.55E+12,3/12/2019,14:01:22,India Standard Time,7.11E+17,gostudyesha,Esha Khan,"Did you know that Depression is diagnosed incorrectly as anxiety, around 65 percent of the time? Don't ignore these 10 signs..  https://dailyentertainment.me/health/10-symptoms-depression …",[],https://twitter.com/GoStudyEsha/status/1105385781944823809,0,0
1.11E+18,1.55E+12,3/12/2019,14:01:20,India Standard Time,9.33E+17,xxqueengeexx,👑𝒢𝑒𝑒,Guys I just want to get into varsity because I deserve to be there and not be denied because I’m white. That’s all. I wasn’t there during apartheid and my parents were only in the beginning of high school when it ended. I don’t think they had any malicious intentions.,[],https://twitter.com/xxQueenGeexx/status/1105385776119013376,0,0
1.11E+18,1.55E+12,3/12/2019,14:00:51,India Standard Time,2817205998,skellyboner,Skebby :),"If im not responding or talking its because my brain is a fuck, depression be a bitch I think you are cool and i believe in you",[],https://twitter.com/SkellyBoner/status/1105385654412697600,1,0.4
1.11E+18,1.55E+12,3/12/2019,14:00:44,India Standard Time,1.07E+18,crackersnacke,crackersnacke,oh my god fish can get depression,[],https://twitter.com/crackersnacke/status/1105385624805158912,0,0
1.11E+18,1.55E+12,3/12/2019,14:00:40,India Standard Time,83565055,ridbay,ridbay❁,"RT @DanielsVictor7: Someone help me pls, suffering from depression and anxiety ","['#nigeriadecides2019', '#imodecides2019', '#nigeriahasdecided', '#theverdict', '#2019elections', '#roadmap2019']",https://twitter.com/ridbay/status/1105385606354481153,1,0.8
1.11E+18,1.55E+12,3/12/2019,14:00:28,India Standard Time,1.09E+18,kanashiskyler,Kanashi.Skyler,#depression #depressionquotes #quotes #sad #sadquotes #inspirationalquotes #deep #deepquotes #deepquoteshit #inspirational #touching #touchingquotes #emotional #emotionalquotes #lovequotes…  https://www.instagram.com/p/Bu5tA5qAP0w/?utm_source=ig_twitter_share&igshid=67i39uqw12sf …,"['#depression', '#depressionquotes', '#quotes', '#sad', '#sadquotes', '#inspirationalquotes', '#deep', '#deepquotes', '#deepquoteshit', '#inspirational', '#touching', '#touchingquotes', '#emotional', '#emotionalquotes', '#lovequotes']",https://twitter.com/KanashiSkyler/status/1105385556823994368,0,0
1.11E+18,1.55E+12,3/12/2019,14:00:24,India Standard Time,9.99E+17,cityairtech,City Air Technologies,"This is truly scary stuff.  ""Growing up in dirty air 'quadruples chances of developing #depression'...Young people more likely to have depression at 18 if exposed to dirtier air at age 12"" #cleanair #cleancities  https://www.theguardian.com/environment/2019/jan/30/children-exposed-to-air-pollution-more-likely-to-develop-depression … pic.twitter.com/fw0yeEiXWo","['#depression', '#cleanair', '#cleancities']",https://twitter.com/CityAirTech/status/1105385538956247040,0,0
1.11E+18,1.55E+12,3/12/2019,14:00:13,India Standard Time,1.06E+18,insightfulconv1,Insightful Conversations,"If you put up with it, you’re going to end up with it. Set the standard you want and don’t settle for less.” - Steve Maraboli Book a Free Action Planning Session @  https://buff.ly/2H4N6yM  #Insightfulconversations #mentalhealth #depression #anxiety #mentalhealthawareness #love pic.twitter.com/jn0oUp3luJ","['#insightfulconversations', '#mentalhealth', '#depression', '#anxiety', '#mentalhealthawareness', '#love']",https://twitter.com/InsightfulConv1/status/1105385492600758273,0,0
1.11E+18,1.55E+12,3/12/2019,13:59:51,India Standard Time,9.42E+17,mental_peer,POSITIVELY MENTAL,"This device helps with depression, anxiety, and insomnia.  https://youtu.be/55lqcf2jNFI  pic.twitter.com/YGEyPrLZBM",[],https://twitter.com/Mental_Peer/status/1105385400225406976,0,0
1.11E+18,1.55E+12,3/12/2019,13:59:38,India Standard Time,78961845,gentnoremorse,Matt,Depression fucking sucks,[],https://twitter.com/GentNoRemorse/status/1105385346664083457,1,0.4
1.11E+18,1.55E+12,3/12/2019,13:59:37,India Standard Time,1.10E+18,elementbroken,BrokenElement,"I guess I’m sharing this, because it’s easy for others to say things will get better, it’s hard to believe when you become consumed by depression. But today things are a little  better than the last 5 weeks put together. ",[],https://twitter.com/ElementBroken/status/1105385342029479936,1,0.6
1.11E+18,1.55E+12,3/12/2019,13:59:31,India Standard Time,8.50E+17,misterflak86,Mister Flak,You didn't swipe that other 60% with your white privilege card bruh?,[],https://twitter.com/MisterFlak86/status/1105385316318208000,0,0
1.11E+18,1.55E+12,3/12/2019,13:59:29,India Standard Time,7.70E+17,holygrailgrl,🌙,y’all throw around the term seasonal depression way too quickly lol,[],https://twitter.com/holygrailgrl/status/1105385311478046722,0,0
1.11E+18,1.55E+12,3/12/2019,13:59:25,India Standard Time,9.89E+17,_ccyuu,You matter,"Honestly, my depression was really bad like one year ago but when nct came, its like, I am finally over it.I began to hope for better things and my smile start to become sincere.Even though I'm having a bad day, the minute I see them, all the bad things seem to dissappear",[],https://twitter.com/_Ccyuu/status/1105385293891268608,0,0
1.11E+18,1.55E+12,3/12/2019,13:59:12,India Standard Time,2604794882,leequnwoo,have u listened to our lord & savior kenshi yonezu,@ brain pls let me sleep before I end up overthinking and spiraling into a hole of self-doubt and depression,[],https://twitter.com/leequnwoo/status/1105385236135849985,1,0.3
1.11E+18,1.55E+12,3/12/2019,13:59:11,India Standard Time,3422456571,heckinfastdoggo,DoggoZA,It is. But sadly thats not the reality in South Africa.,[],https://twitter.com/HeckinFastDoggo/status/1105385233824735232,0,0
1.11E+18,1.55E+12,3/12/2019,13:59:03,India Standard Time,9.20E+17,maryjanebabexx,M.🍄✨🌿,"Exactly. The fact that I literally have no social life because I refuse to go out downtown and drink has 120% made my depression worse since I’m then stuck at home, alone, with my thoughts day in and day out",[],https://twitter.com/maryjanebabexx/status/1105385198592634886,1,0.6
1.11E+18,1.55E+12,3/12/2019,13:58:52,India Standard Time,8.10E+17,byers_ebooks,Will Byers,my shoes have wheels because the depression doesn't stop,[],https://twitter.com/Byers_ebooks/status/1105385155823202305,1,0.5
1.11E+18,1.55E+12,3/12/2019,13:58:47,India Standard Time,7.85E+17,josehmuhuri,GOVERNOR 021🇰🇪,Depression  https://twitter.com/RoyalKenyah/status/1105375444889714689 …,[],https://twitter.com/josehmuhuri/status/1105385134692487168,1,0.5
1.11E+18,1.55E+12,3/12/2019,13:58:39,India Standard Time,7.78E+17,esharp777,Elijah Sharp,me: my crops are watered. my skin is clear. my grades are good. my depression is cured.  pic.twitter.com/TLNZ2yblna,[],https://twitter.com/Esharp777/status/1105385101527941121,0,0
1.11E+18,1.55E+12,3/12/2019,13:58:31,India Standard Time,350341283,sirwilliamd,Davenant,German word for today ‘Weltschmerz’ (n.) - the feeling of depression that comes on when you compare the current state of the world with how it could be ideally. #BrexitShambles,['#brexitshambles'],https://twitter.com/SirWilliamD/status/1105385064479813633,0,0
1.11E+18,1.55E+12,3/12/2019,13:58:09,India Standard Time,4903039073,delevrything,ａｅｄｉｏｔ 空虛,"""I'm like the king of depression"" - @AshyPrime",[],https://twitter.com/delevrything/status/1105384974017069057,1,0.5
1.11E+18,1.55E+12,3/12/2019,13:58:09,India Standard Time,9.28E+17,monika_chrbot,Monika,"Just, if you think you know someone struggling with depression... You can help just by treating them like they're a good friend. Spend time with them, even if they don't feel like doing much. And remind them they always have something to look forward to.",[],https://twitter.com/Monika_chrbot/status/1105384972578242560,0,0
1.11E+18,1.55E+12,3/12/2019,13:57:44,India Standard Time,2205801447,nightangelsdk,Heidi C Højgaard,"Been fighting depression for so many years now,  so this hit close to home. I used to be the type who tried to stay strong, hide the pain and take on the problems on my own. It just made it worse, only when i reached out for help from others i could start getting up.",[],https://twitter.com/nightangelsdk/status/1105384868383547392,1,0.6
1.11E+18,1.55E+12,3/12/2019,13:57:08,India Standard Time,9.33E+17,xxqueengeexx,👑𝒢𝑒𝑒,Guys I understand completely I was just curious why a varsity institution required the colour of your skin in order to accept you. It is meant to be an academic institution based off of academics alone.,[],https://twitter.com/xxQueenGeexx/status/1105384719825453058,0,0
1.11E+18,1.55E+12,3/12/2019,13:57:02,India Standard Time,358660877,gennoboy,Uge Carlo,"An excerpt from my upcoming book ""Journal of a Depressed Bipolar Dude: A Guide to Depression from a Depressed Bipolar Dude"" @DepolSom @giasison pic.twitter.com/HWd2yK4CYo",[],https://twitter.com/gennoboy/status/1105384693053050880,0,0
1.11E+18,1.55E+12,3/12/2019,13:56:57,India Standard Time,8.53E+17,natangcop_,🥀عزيزة,"wow, depression killing me now.",[],https://twitter.com/natangcop_/status/1105384672668737536,1,0.4
1.11E+18,1.55E+12,3/12/2019,13:56:50,India Standard Time,193147157,whoelsebtme,Iago’s Shadow ☃️,Like...My Head Starts Hurting Right Before I Come In...I Sleep My Days Away (More Than Normal )...Ugh ,[],https://twitter.com/WhoElseBtMe/status/1105384643140964352,1,0.5
1.11E+18,1.55E+12,3/12/2019,13:56:36,India Standard Time,9.52E+17,giimmerxd,(╥﹏╥),That 5am depression pack hitting kinda hard right now has drained my will to live in 2019.,[],https://twitter.com/GIimmerXD/status/1105384581933326336,1,0.5
1.11E+18,1.55E+12,3/12/2019,13:55:56,India Standard Time,1612268454,noemibless,Me After You,"Why do you have to make it abrupt? But anyway, whatever the questions that're bothering me it will not be answered anymore, NEVER. You don't have any idea what pain, depression and self pitying I've gone thru thinking the WHYs, WHENs, HOWs, and WHAT IFs of your decisions.",[],https://twitter.com/noemibless/status/1105384414488363008,1,0.5
1.11E+18,1.55E+12,3/12/2019,13:55:49,India Standard Time,316426745,psychologytwts,Psychology,Dark chocolate relieves depression.,[],https://twitter.com/PsychologyTwts/status/1105384386982227968,0,0
1.11E+18,1.55E+12,3/12/2019,13:55:41,India Standard Time,3117608441,wanjikumugane,Wanjiku Mugane,trying to accept myself and beat this depression. #MentalHealthBillKE,['#mentalhealthbillke'],https://twitter.com/wanjikumugane/status/1105384355151691777,1,0.5
1.11E+18,1.55E+12,3/12/2019,13:55:20,India Standard Time,3844395563,revolverocelots,☽ 𝔞𝔰𝔥 ☆,4 am depression time  pic.twitter.com/0FzqqVdX8y,[],https://twitter.com/revolverocelots/status/1105384266266042368,1,0.3
1.11E+18,1.55E+12,3/12/2019,13:54:54,India Standard Time,739257260,n1s2e,Joniz,This weekend i learned that Co-op New super mario is depression in video game form.,[],https://twitter.com/n1s2e/status/1105384156660412416,0,0
1.11E+18,1.55E+12,3/12/2019,13:54:44,India Standard Time,1.05E+18,echoambasa,JECHO•AMB,"""Depressed"" ""Depressed"" ""Depressed"" ""Depressed"" ""Depressed"" ""Depressed""  ""People think depression is sadness, crying or dressing in black. But people are wrong. Depression is the constant feeling of being numb. You wake up in the morning just to go back to bed again.""",[],https://twitter.com/echoambasa/status/1105384112301342721,1,0.6
1.11E+18,1.55E+12,3/12/2019,13:54:13,India Standard Time,96110805,oninlaguardia,dareDeNiL 🇵🇭,10 Foods I Eat Every Day to Beat Depression via @EverydayHealth https://www.everydayhealth.com/columns/therese-borchard-sanity-break/foods-eat-every-day-beat-depression/ …,[],https://twitter.com/OninLaGuardia/status/1105383982231773184,0,0
